,Flight (Callsign),Flight ID,ICAO Code,A/C Type,ICAO 24,ICAO Aircraft Type,Propulsion Type,Number of Engines,MALW [kg],ICAO Weight Turbulence Category,Speed at TH [kt],Geoaltitude at TH [ft],Specific Energy [J/kg],Energy at MALW [MJ],Time at TH,Time of Go-around,Hour sin,Hour cos,Minute sin,Minute cos,Day of week sin,Day of week cos,Month sin,Month cos,Day/Night,Time from Previous Landing [s],Temperature [°C],Wind speed [kt],Wind direction [°],Wind direction sin,Wind direction cos,No Wind,Wind Variable,Headwind [kt],Crosswind [kt],Visibility Category,Precipitation [mm],Meteo idx,Precipitation idx,Arrival Traffic Intensity,Arrival Traffic Intensity with go-arounds,Emergency,Previous Flight,ROT Previous Flight [s],Average ROT Previous 5 Flight [s],Average ROT Previous Flight (Intensity) [s],ROT Previous Flight same A/C Type [s],Average ROT Previous 5 Flights same A/C Type [s],Average ROT Previous Flight same A/C Type Total [s],Not Vacated,Short ROT,ROT [s]
2916,SWR6LY,SWR6LY_28680,SWR,BCS3,502ce7,L2J,Jet,2.0,60600.0,Medium,135.0,1600.0,2959,179.3154,2024-07-13 14:22:28+00:00,,0.2500000000000001,0.06698729810778059,0.8715724127386972,0.16543469682057105,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,356.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,7,7,False,SWR675Y_9708,54.0,51.6,51.714285714285715,59.0,53.4,53.11053984575835,False,False,55.0
2917,SWR7AT,SWR7AT_30089,SWR,BCS3,502d88,L2J,Jet,2.0,60600.0,Medium,130.0,1600.0,2784,168.7104,2024-07-13 14:23:57+00:00,,0.2500000000000001,0.06698729810778059,0.8345653031794291,0.12842758726130293,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,89.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,7,7,False,SWR6LY_28680,55.0,52.6,51.42857142857143,55.0,55.0,53.11538461538461,False,False,64.0
2918,GSW1PM,GSW1PM_22362,GSW,A320,4b193a,L2J,Jet,2.0,66000.0,Medium,132.0,1625.0,2928,193.248,2024-07-13 14:25:21+00:00,,0.2500000000000001,0.06698729810778059,0.75,0.06698729810778065,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,84.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,7,7,False,SWR7AT_30089,64.0,55.0,53.857142857142854,50.0,53.4,53.97268588770865,False,False,58.0
2919,SWR815F,SWR815F_16952,SWR,BCS3,4b17fd,L2J,Jet,2.0,60600.0,Medium,133.0,1625.0,2963,179.5578,2024-07-13 14:26:38+00:00,,0.2500000000000001,0.06698729810778059,0.7033683215379001,0.04322727117869951,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,77.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,7,7,False,GSW1PM_22362,58.0,56.2,55.0,64.0,58.0,53.14322250639386,False,False,50.0
2920,GSW445,GSW445_22681,GSW,A320,4b1942,L2J,Jet,2.0,66000.0,Medium,128.0,1650.0,2865,189.09,2024-07-13 14:28:09+00:00,,0.2500000000000001,0.06698729810778059,0.6039558454088797,0.010926199633097156,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,91.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,7,7,False,SWR815F_16952,50.0,56.2,54.714285714285715,58.0,54.2,53.97878787878788,False,False,56.0
2921,SWR3TL,SWR3TL_24126,SWR,E190,4b19fd,L2J,Jet,2.0,43000.0,Medium,131.0,1600.0,2818,121.174,2024-07-13 14:29:37+00:00,,0.2500000000000001,0.06698729810778059,0.5522642316338267,0.0027390523158632996,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,88.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,7,7,False,GSW445_22681,56.0,56.6,55.285714285714285,53.0,55.8,53.3974358974359,False,False,54.0
2922,SWR296W,SWR296W_29322,SWR,BCS3,502d45,L2J,Jet,2.0,60600.0,Medium,132.0,1600.0,2853,172.8918,2024-07-13 14:31:12+00:00,,0.2500000000000001,0.06698729810778059,0.44773576836617346,0.0027390523158632996,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,95.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,7,7,False,SWR3TL_24126,54.0,56.4,55.857142857142854,50.0,57.6,53.13520408163265,False,False,58.0
2923,SWR8DZ,SWR8DZ_12645,SWR,A320,4b1617,L2J,Jet,2.0,66000.0,Medium,135.0,1650.0,3108,205.128,2024-07-13 14:32:35+00:00,,0.2500000000000001,0.06698729810778059,0.39604415459112047,0.010926199633097156,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,83.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,7,7,False,SWR296W_29322,58.0,55.2,56.42857142857143,56.0,53.6,53.98184568835099,False,False,55.0
2924,DLH8CM,DLH8CM_1927,DLH,CRJ9,3c4dc7,L2J,Jet,2.0,33339.0,Medium,138.0,1625.0,3142,104.751138,2024-07-13 14:33:55+00:00,,0.2500000000000001,0.06698729810778059,0.3454915028125264,0.02447174185242318,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,80.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,8,8,False,SWR8DZ_12645,55.0,54.6,56.25,57.0,56.8,53.15909090909091,False,False,48.0
2925,SWR4GV,SWR4GV_21178,SWR,A320,4b18f5,L2J,Jet,2.0,66000.0,Medium,141.0,1650.0,3327,219.582,2024-07-13 14:35:09+00:00,,0.2500000000000001,0.06698729810778059,0.2500000000000001,0.06698729810778059,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,74.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,9,9,False,DLH8CM_1927,48.0,54.2,55.333333333333336,55.0,53.2,53.92121212121212,False,False,52.0
2926,SWR2DH,SWR2DH_23894,SWR,E190,4b19f5,L2J,Jet,2.0,43000.0,Medium,131.0,1600.0,2818,121.174,2024-07-13 14:36:39+00:00,,0.2500000000000001,0.06698729810778059,0.2061073738537635,0.09549150281252627,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,90.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,10,10,False,SWR4GV_21178,52.0,53.4,55.0,54.0,55.6,53.40127388535032,False,False,52.0
2927,SWR5CL,SWR5CL_23059,SWR,A21N,4b194d,L2J,Jet,2.0,79200.0,Medium,136.0,1650.0,3144,249.0048,2024-07-13 14:37:58+00:00,,0.2500000000000001,0.06698729810778059,0.16543469682057088,0.12842758726130288,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,79.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,10,10,False,SWR2DH_23894,52.0,53.0,54.7,50.0,52.6,55.0735294117647,False,False,50.0
2928,SWR8YT,SWR8YT_30159,SWR,BCS3,502d89,L2J,Jet,2.0,60600.0,Medium,134.0,1575.0,2848,172.5888,2024-07-13 14:39:19+00:00,,0.2500000000000001,0.06698729810778059,0.09549150281252633,0.20610737385376338,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,81.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,10,10,False,SWR5CL_23059,50.0,51.4,53.3,58.0,57.2,53.14758269720102,False,False,55.0
2929,KLM61U,KLM61U_7726,KLM,B738,484162,L2J,Jet,2.0,66349.0,Medium,147.0,1625.0,3481,230.960869,2024-07-13 14:40:26+00:00,,0.2500000000000001,0.06698729810778059,0.06698729810778076,0.24999999999999978,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,67.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,10,10,False,SWR8YT_30159,55.0,51.4,53.0,51.0,51.4,53.15384615384615,False,False,48.0
2930,SWR2AQ,SWR2AQ_10596,SWR,E295,4b0294,L2J,Jet,2.0,54000.0,Medium,142.0,1575.0,3141,169.614,2024-07-13 14:41:52+00:00,,0.2500000000000001,0.06698729810778059,0.04322727117869973,0.29663167846209954,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,86.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,10,10,False,KLM61U_7726,48.0,51.4,52.8,56.0,48.8,51.15,False,False,55.0
2931,SWR2LW,SWR2LW_17371,SWR,BCS3,4b1801,L2J,Jet,2.0,60600.0,Medium,134.0,1625.0,2998,181.6788,2024-07-13 14:43:23+00:00,,0.2500000000000001,0.06698729810778059,0.010926199633097211,0.3960441545911201,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,91.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,10,10,False,SWR2AQ_10596,55.0,52.0,52.7,55.0,56.4,53.15228426395939,False,False,52.0
2932,SWR3QB,SWR3QB_18644,SWR,A20N,4b1812,L2J,Jet,2.0,67400.0,Medium,133.0,1625.0,2963,199.7062,2024-07-13 14:44:53+00:00,,0.2500000000000001,0.06698729810778059,0.002739052315863355,0.4477357683661729,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,90.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,10,10,False,SWR2LW_17371,52.0,52.0,52.5,54.0,55.0,55.48275862068966,False,False,52.0
2933,SWR5KP,SWR5KP_15463,SWR,BCS1,4b17e1,L2J,Jet,2.0,54200.0,Medium,131.0,1625.0,2893,156.8006,2024-07-13 14:46:26+00:00,,0.2500000000000001,0.06698729810778059,0.0027390523158632996,0.5522642316338265,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,93.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,10,10,False,SWR3QB_18644,52.0,52.4,51.9,52.0,55.6,55.4,False,False,53.0
2934,SWR9MT,SWR9MT_29938,SWR,BCS3,502d7d,L2J,Jet,2.0,60600.0,Medium,135.0,1650.0,3108,188.3448,2024-07-13 14:47:55+00:00,,0.2500000000000001,0.06698729810778059,0.010926199633097211,0.6039558454088797,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,89.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,10,10,False,SWR5KP_15463,53.0,52.0,51.7,52.0,55.8,53.1493670886076,False,False,56.0
2935,SWR4AK,SWR4AK_18495,SWR,BCS3,4b180c,L2J,Jet,2.0,60600.0,Medium,134.0,1650.0,3073,186.2238,2024-07-13 14:49:31+00:00,,0.2500000000000001,0.06698729810778059,0.043227271178699456,0.7033683215378999,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,96.0,20.0,7.0,140.0,0.8213938048432697,0.11697777844051105,False,False,6.99,0.34,10,0.0,608.0,326.0,10,10,False,SWR9MT_29938,56.0,53.6,52.5,56.0,54.2,53.156565656565654,False,False,50.0
2936,KMM490,KMM490_27827,KMM,A20N,4d24de,L2J,Jet,2.0,67400.0,Medium,132.0,1625.0,2928,197.3472,2024-07-13 14:51:15+00:00,,0.2500000000000001,0.06698729810778059,0.09549150281252622,0.7938926261462365,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,104.0,20.0,5.0,130.0,0.883022221559489,0.17860619515673032,False,False,4.96,-0.63,10,0.0,609.0,326.0,10,10,False,SWR4AK_18495,50.0,52.6,52.3,52.0,54.8,55.45890410958904,False,False,59.0
2937,SWR257P,SWR257P_23382,SWR,E190,4b19f2,L2J,Jet,2.0,43000.0,Medium,134.0,1600.0,2923,125.689,2024-07-13 14:54:05+00:00,,0.2500000000000001,0.06698729810778059,0.20610737385376332,0.9045084971874737,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,170.0,20.0,5.0,130.0,0.883022221559489,0.17860619515673032,False,False,4.96,-0.63,10,0.0,609.0,326.0,9,9,False,KMM490_27827,59.0,54.0,53.333333333333336,52.0,55.0,53.392405063291136,False,False,60.0
2938,SWR1TC,SWR1TC_11580,SWR,A320,4b1612,L2J,Jet,2.0,66000.0,Medium,145.0,1625.0,3404,224.664,2024-07-13 14:59:03+00:00,,0.2500000000000001,0.06698729810778059,0.4477357683661733,0.9972609476841366,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,298.0,20.0,5.0,130.0,0.883022221559489,0.17860619515673032,False,False,4.96,-0.63,10,0.0,609.0,326.0,6,6,False,SWR257P_23382,60.0,55.6,55.0,52.0,54.2,53.98039215686274,False,False,53.0
2939,SWR9LZ,SWR9LZ_13358,SWR,A320,4b161b,L2J,Jet,2.0,66000.0,Medium,141.0,1625.0,3253,214.698,2024-07-13 15:00:45+00:00,,0.14644660940672644,0.14644660940672605,0.5,1.0,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,102.0,20.0,5.0,130.0,0.883022221559489,0.17860619515673032,False,False,4.96,-0.63,10,0.0,609.0,327.0,6,6,False,SWR1TC_11580,53.0,55.6,55.166666666666664,53.0,54.8,53.9789156626506,False,False,56.0
2940,KAL917,KAL917_30410,Unknown,B77W,71c216,L2J,Jet,2.0,251290.0,Heavy,151.0,1625.0,3639,914.44431,2024-07-13 15:05:04+00:00,,0.14644660940672644,0.14644660940672605,0.75,0.9330127018922194,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,259.0,20.0,5.0,130.0,0.883022221559489,0.17860619515673032,False,False,4.96,-0.63,10,0.0,609.0,327.0,4,4,False,SWR9LZ_13358,56.0,55.6,57.0,64.0,62.4,59.18604651162791,False,False,66.0
2941,SWR200B,SWR200B_29131,SWR,BCS3,502d24,L2J,Jet,2.0,60600.0,Medium,137.0,1625.0,3106,188.2236,2024-07-13 15:07:18+00:00,,0.14644660940672644,0.14644660940672605,0.8345653031794291,0.8715724127386971,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,134.0,20.0,5.0,130.0,0.883022221559489,0.17860619515673032,False,False,4.96,-0.63,10,0.0,609.0,327.0,4,4,False,KAL917_30410,66.0,58.8,58.75,50.0,54.2,53.14861460957179,False,False,56.0
2942,SWR7VK,SWR7VK_20729,SWR,A320,4b18f2,L2J,Jet,2.0,66000.0,Medium,142.0,1625.0,3290,217.14,2024-07-13 15:08:32+00:00,,0.14644660940672644,0.14644660940672605,0.871572412738697,0.8345653031794291,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,74.0,20.0,5.0,130.0,0.883022221559489,0.17860619515673032,False,False,4.96,-0.63,10,0.0,609.0,327.0,5,5,False,SWR200B_29131,56.0,58.2,58.2,56.0,54.4,53.920060331825034,False,False,50.0
2943,TAP932,TAP932_8978,TAP,A21N,495149,L2J,Jet,2.0,79200.0,Medium,133.0,1650.0,3037,240.5304,2024-07-13 15:10:00+00:00,,0.14644660940672644,0.14644660940672605,0.9330127018922193,0.75,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,88.0,20.0,5.0,130.0,0.883022221559489,0.17860619515673032,False,False,4.96,-0.63,10,0.0,609.0,327.0,5,5,False,SWR7VK_20729,50.0,56.2,56.2,50.0,52.8,55.0,False,False,49.0
2944,SWR9AY,SWR9AY_10877,SWR,E295,4b0295,L2J,Jet,2.0,54000.0,Medium,135.0,1625.0,3034,163.836,2024-07-13 15:11:24+00:00,,0.14644660940672644,0.14644660940672605,0.9567727288213004,0.7033683215379002,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,84.0,20.0,5.0,130.0,0.883022221559489,0.17860619515673032,False,False,4.96,-0.63,10,0.0,609.0,327.0,6,6,False,TAP932_8978,49.0,55.4,55.0,55.0,50.6,51.21311475409836,False,False,54.0
2945,SWR175D,SWR175D_17022,SWR,BCS3,4b17fe,L2J,Jet,2.0,60600.0,Medium,137.0,1625.0,3106,188.2236,2024-07-13 15:12:57+00:00,,0.14644660940672644,0.14644660940672605,0.9755282581475768,0.6545084971874737,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,93.0,20.0,5.0,130.0,0.883022221559489,0.17860619515673032,False,False,4.96,-0.63,10,0.0,609.0,327.0,7,7,False,SWR9AY_10877,54.0,55.0,54.857142857142854,56.0,53.8,53.15577889447236,False,False,52.0
2946,N532QS,N532QS_31222,Unknown,C68A,a6b94a,L2J,Jet,2.0,12508.0,Medium,109.0,1625.0,2194,27.442552,2024-07-13 15:14:55+00:00,,0.14644660940672644,0.14644660940672605,0.9972609476841366,0.5522642316338268,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,118.0,20.0,5.0,130.0,0.883022221559489,0.17860619515673032,False,False,4.96,-0.63,10,0.0,609.0,327.0,7,7,False,SWR175D_17022,52.0,52.2,54.714285714285715,71.0,64.8,64.32,False,False,67.0
2947,SWR109A,SWR109A_9947,SWR,E290,4b0290,L2J,Jet,2.0,49050.0,Medium,133.0,1600.0,2888,141.6564,2024-07-13 15:17:05+00:00,,0.14644660940672644,0.14644660940672605,0.9890738003669028,0.3960441545911203,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,130.0,20.0,5.0,130.0,0.883022221559489,0.17860619515673032,False,False,4.96,-0.63,10,0.0,609.0,327.0,7,7,False,N532QS_31222,67.0,54.4,56.285714285714285,54.0,54.4,53.39,False,False,60.0
2948,SWR2PA,SWR2PA_28289,SWR,BCS3,502cc6,L2J,Jet,2.0,60600.0,Medium,142.0,1625.0,3290,199.374,2024-07-13 15:21:32+00:00,,0.14644660940672644,0.14644660940672605,0.9045084971874737,0.2061073738537635,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,267.0,20.0,6.0,150.0,0.75,0.06698729810778065,False,False,5.85,1.33,10,0.0,610.0,327.0,7,7,False,SWR109A_9947,60.0,56.4,55.42857142857143,52.0,53.2,53.152882205513784,False,False,53.0
2949,SWR7PZ,SWR7PZ_23234,SWR,E195,4b19e6,L2J,Jet,2.0,45800.0,Medium,144.0,1625.0,3366,154.1628,2024-07-13 15:24:56+00:00,,0.14644660940672644,0.14644660940672605,0.7938926261462367,0.09549150281252633,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,204.0,20.0,6.0,150.0,0.75,0.06698729810778065,False,False,5.85,1.33,10,0.0,610.0,327.0,6,6,False,SWR2PA_28289,53.0,57.2,55.833333333333336,62.0,51.8,51.6875,False,False,45.0
2950,DCOVA,DCOVA_4214,Unknown,C25C,3ce71a,L2J,Jet,2.0,7103.0,Medium,116.0,1625.0,2403,17.068509,2024-07-13 15:27:06+00:00,,0.14644660940672644,0.14644660940672605,0.6545084971874737,0.024471741852423234,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,130.0,20.0,6.0,150.0,0.75,0.06698729810778065,False,False,5.85,1.33,10,0.0,610.0,327.0,5,5,False,SWR7PZ_23234,45.0,55.4,55.4,89.0,72.0,72.0,False,False,59.0
2951,TAR484,TAR484_120,Unknown,A320,02a191,L2J,Jet,2.0,66000.0,Medium,127.0,1625.0,2756,181.896,2024-07-13 15:29:07+00:00,,0.14644660940672644,0.14644660940672605,0.5522642316338267,0.0027390523158632996,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,121.0,20.0,6.0,150.0,0.75,0.06698729810778065,False,False,5.85,1.33,10,0.0,610.0,327.0,5,5,False,DCOVA_4214,59.0,56.8,56.8,50.0,53.2,53.97597597597598,False,False,71.0
2952,AEA91MP,AEA91MP_714,AEA,B738,344216,L2J,Jet,2.0,66349.0,Medium,149.0,1625.0,3560,236.20244,2024-07-13 15:34:23+00:00,,0.14644660940672644,0.14644660940672605,0.2966316784620999,0.04322727117869957,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,316.0,20.0,6.0,150.0,0.75,0.06698729810778065,False,False,5.85,1.33,10,0.0,610.0,327.0,4,4,False,TAR484_120,71.0,57.6,57.0,48.0,52.4,53.76829268292683,False,False,62.0
2953,NJE688P,NJE688P_8887,NJE,E55P,494110,L2J,Jet,2.0,7568.0,Medium,110.0,1625.0,2223,16.823664,2024-07-13 15:47:10+00:00,,0.14644660940672644,0.14644660940672605,0.010926199633097211,0.6039558454088797,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,767.0,20.0,6.0,150.0,0.75,0.06698729810778065,False,False,5.85,1.33,10,0.0,610.0,327.0,1,1,False,AEA91MP_714,62.0,58.0,62.0,61.0,57.6,60.21212121212121,False,False,69.0
2954,CTN4462,CTN4462_28087,CTN,DH8D,501da9,L2T,Turboprop,2.0,28009.0,Medium,132.0,1625.0,2928,82.010352,2024-07-13 15:55:08+00:00,,0.14644660940672644,0.14644660940672605,0.25000000000000017,0.9330127018922194,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,478.0,21.0,8.0,120.0,0.9330127018922194,0.2500000000000001,False,False,7.64,-2.37,10,0.0,611.0,327.0,1,1,False,NJE688P_8887,69.0,61.2,69.0,52.0,54.8,53.92,False,False,53.0
2955,THY4NK,THY4NK_25562,THY,A333,4bb1e3,L2J,Jet,2.0,187000.0,Heavy,136.0,1625.0,3069,573.903,2024-07-13 15:56:31+00:00,,0.14644660940672644,0.14644660940672605,0.2966316784620999,0.9567727288213005,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,83.0,21.0,8.0,120.0,0.9330127018922194,0.2500000000000001,False,False,7.64,-2.37,10,0.0,611.0,327.0,2,2,False,CTN4462_28087,53.0,62.8,61.0,55.0,56.2,57.892857142857146,False,False,50.0
2956,DLH8WN,DLH8WN_1843,DLH,CRJ9,3c4d68,L2J,Jet,2.0,33339.0,Medium,137.0,1625.0,3106,103.550934,2024-07-13 15:59:00+00:00,,0.14644660940672644,0.14644660940672605,0.4477357683661733,0.9972609476841366,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,149.0,21.0,8.0,120.0,0.9330127018922194,0.2500000000000001,False,False,7.64,-2.37,10,0.0,611.0,327.0,3,3,False,THY4NK_25562,50.0,61.0,57.333333333333336,48.0,54.2,53.044444444444444,False,False,48.0
2957,ITY574,ITY574_26964,ITY,A20N,4caddf,L2J,Jet,2.0,67400.0,Medium,140.0,1600.0,3141,211.7034,2024-07-13 16:00:41+00:00,,0.06698729810778076,0.24999999999999978,0.5,1.0,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,101.0,21.0,8.0,120.0,0.9330127018922194,0.2500000000000001,False,False,7.64,-2.37,10,0.0,611.0,328.0,4,4,False,DLH8WN_1843,48.0,56.4,55.0,59.0,56.0,55.48299319727891,False,False,54.0
2958,SWR8CA,SWR8CA_15720,SWR,BCS1,4b17e2,L2J,Jet,2.0,54200.0,Medium,132.0,1625.0,2928,158.6976,2024-07-13 16:03:54+00:00,,0.06698729810778076,0.24999999999999978,0.6545084971874737,0.9755282581475768,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,193.0,21.0,8.0,120.0,0.9330127018922194,0.2500000000000001,False,False,7.64,-2.37,10,0.0,611.0,328.0,4,4,False,ITY574_26964,54.0,54.8,51.25,53.0,55.6,55.3801652892562,False,False,52.0
2959,MSC2922,MSC2922_073,MSC,A20N,01024c,L2J,Jet,2.0,67400.0,Medium,127.0,1625.0,2756,185.7544,2024-07-13 16:05:34+00:00,,0.06698729810778076,0.24999999999999978,0.75,0.9330127018922194,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,100.0,21.0,8.0,120.0,0.9330127018922194,0.2500000000000001,False,False,7.64,-2.37,10,0.0,611.0,328.0,5,5,False,SWR8CA_15720,52.0,51.4,51.4,54.0,56.6,55.472972972972975,False,False,60.0
2960,EDW277,EDW277_13714,EDW,A320,4b1620,L2J,Jet,2.0,66000.0,Medium,139.83333333333334,1658.3333333333333,3309,218.394,2024-07-13 16:06:55+00:00,,0.06698729810778076,0.24999999999999978,0.7938926261462366,0.9045084971874737,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,81.0,21.0,8.0,120.0,0.9330127018922194,0.2500000000000001,False,False,7.64,-2.37,10,0.0,611.0,328.0,6,6,False,MSC2922_073,60.0,52.8,52.833333333333336,71.0,56.4,54.00149925037481,False,False,58.0
2961,SWR189,SWR189_21243,SWR,A343,4b18fd,L4J,Jet,4.0,192000.0,Heavy,140.0,1625.0,3216,617.472,2024-07-13 16:09:13+00:00,,0.06698729810778076,0.24999999999999978,0.9045084971874737,0.7938926261462366,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,138.0,21.0,8.0,120.0,0.9330127018922194,0.2500000000000001,False,False,7.64,-2.37,10,0.0,611.0,328.0,7,7,False,EDW277_13714,58.0,54.4,53.57142857142857,65.0,59.8,58.056603773584904,False,False,63.0
2962,AEE448,AEE448_7457,AEE,A320,4692d3,L2J,Jet,2.0,66000.0,Medium,137.0,1650.0,3180,209.88,2024-07-13 16:16:25+00:00,,0.06698729810778076,0.24999999999999978,0.9972609476841368,0.44773576836617335,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,432.0,21.0,8.0,120.0,0.9330127018922194,0.2500000000000001,False,False,7.64,-2.37,10,0.0,611.0,328.0,4,4,False,SWR189_21243,63.0,57.4,58.25,58.0,57.6,54.00748502994012,False,False,50.0
2963,MOZ437,MOZ437_5929,Unknown,C25A,440405,L2J,Jet,2.0,5228.0,Light,106.0,1625.0,2109,11.025852,2024-07-13 16:18:49+00:00,,0.06698729810778076,0.24999999999999978,0.9755282581475768,0.34549150281252633,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,144.0,21.0,8.0,120.0,0.9330127018922194,0.2500000000000001,False,False,7.64,-2.37,10,0.0,611.0,328.0,5,5,False,AEE448_7457,50.0,56.6,56.6,61.0,53.2,58.92307692307692,False,False,63.0
