,Flight (Callsign),Flight ID,ICAO Code,A/C Type,ICAO 24,ICAO Aircraft Type,Propulsion Type,Number of Engines,MALW [kg],ICAO Weight Turbulence Category,Speed at TH [kt],Geoaltitude at TH [ft],Specific Energy [J/kg],Energy at MALW [MJ],Time at TH,Time of Go-around,Hour sin,Hour cos,Minute sin,Minute cos,Day of week sin,Day of week cos,Month sin,Month cos,Day/Night,Time from Previous Landing [s],Temperature [°C],Wind speed [kt],Wind direction [°],Wind direction sin,Wind direction cos,No Wind,Wind Variable,Headwind [kt],Crosswind [kt],Visibility Category,Precipitation [mm],Meteo idx,Precipitation idx,Arrival Traffic Intensity,Arrival Traffic Intensity with go-arounds,Emergency,Previous Flight,ROT Previous Flight [s],Average ROT Previous 5 Flight [s],Average ROT Previous Flight (Intensity) [s],ROT Previous Flight same A/C Type [s],Average ROT Previous 5 Flights same A/C Type [s],Average ROT Previous Flight same A/C Type Total [s],Not Vacated,Short ROT,ROT [s]
939,SWR3DP,SWR3DP_18074,SWR,BCS3,4b1809,L2J,Jet,2.0,60600.0,Medium,149.0,1600.0,3485,211.191,2024-07-06 09:24:20+00:00,,0.8535533905932737,0.14644660940672627,0.7938926261462367,0.09549150281252633,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,83.0,26.0,10.0,250.0,0.030153689607045786,0.3289899283371657,False,False,-3.87,9.22,9,0.3,262.0,153.0,8,8,False,SWR8GH_29803,51.0,48.4,49.75,51.0,49.4,53.63934426229508,False,False,50.0
940,SWR53T,SWR53T_19634,SWR,A333,4b1884,L2J,Jet,2.0,187000.0,Heavy,144.0,1625.0,3366,629.442,2024-07-06 09:26:21+00:00,,0.8535533905932737,0.14644660940672627,0.7033683215379001,0.04322727117869951,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,121.0,26.0,10.0,250.0,0.030153689607045786,0.3289899283371657,False,False,-3.87,9.22,9,0.3,262.0,153.0,9,9,False,SWR3DP_18074,50.0,49.2,49.77777777777778,59.0,59.4,57.13636363636363,False,False,59.0
941,SWR5AP,SWR5AP_19028,SWR,A20N,4b1818,L2J,Jet,2.0,67400.0,Medium,162.0,1650.0,4169,280.9906,2024-07-06 09:29:24+00:00,,0.8535533905932737,0.14644660940672627,0.5522642316338267,0.0027390523158632996,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,183.0,26.0,10.0,250.0,0.030153689607045786,0.3289899283371657,False,False,-3.87,9.22,9,0.3,262.0,153.0,8,8,False,SWR53T_19634,59.0,51.8,50.375,62.0,52.8,54.357142857142854,False,False,40.0
942,SWR3VB,SWR3VB_10161,SWR,E290,4b0291,L2J,Jet,2.0,49050.0,Medium,146.0,1625.0,3443,168.87915,2024-07-06 09:30:52+00:00,,0.8535533905932737,0.14644660940672627,0.5000000000000003,0.0,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,88.0,26.0,10.0,250.0,0.030153689607045786,0.3289899283371657,False,False,-3.87,9.22,9,0.3,262.0,153.0,9,9,False,SWR5AP_19028,40.0,49.4,49.22222222222222,54.0,52.2,51.71875,False,False,45.0
943,SWR3HY,SWR3HY_18479,SWR,BCS3,4b180c,L2J,Jet,2.0,60600.0,Medium,139.0,1600.0,3104,188.1024,2024-07-06 09:33:23+00:00,,0.8535533905932737,0.14644660940672627,0.3454915028125264,0.02447174185242318,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,151.0,26.0,10.0,250.0,0.030153689607045786,0.3289899283371657,False,False,-3.87,9.22,9,0.3,262.0,153.0,8,8,False,SWR3VB_10161,45.0,49.0,48.75,50.0,49.6,53.609756097560975,False,False,55.0
944,SWR3QF,SWR3QF_20671,SWR,A320,4b18f2,L2J,Jet,2.0,66000.0,Medium,152.0,1650.0,3754,247.764,2024-07-06 09:34:44+00:00,,0.8535533905932737,0.14644660940672627,0.2966316784620999,0.04322727117869957,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,81.0,26.0,10.0,250.0,0.030153689607045786,0.3289899283371657,False,False,-3.87,9.22,9,0.3,262.0,153.0,8,8,False,SWR3HY_18479,55.0,49.8,49.875,52.0,49.6,53.55450236966825,False,False,50.0
945,SWR7BP,SWR7BP_15477,SWR,BCS1,4b17e1,L2J,Jet,2.0,54200.0,Medium,146.0,1625.0,3443,186.6106,2024-07-06 09:36:37+00:00,,0.8535533905932737,0.14644660940672627,0.2061073738537635,0.09549150281252627,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,113.0,26.0,10.0,250.0,0.030153689607045786,0.3289899283371657,False,False,-3.87,9.22,9,0.3,262.0,153.0,8,8,False,SWR3QF_20671,50.0,49.8,49.625,51.0,56.6,55.3421052631579,False,False,48.0
946,SWR894A,SWR894A_19964,SWR,A320,4b18b8,L2J,Jet,2.0,66000.0,Medium,147.0,1650.0,3556,234.696,2024-07-06 09:37:41+00:00,,0.8535533905932737,0.14644660940672627,0.16543469682057088,0.12842758726130288,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,64.0,26.0,10.0,250.0,0.030153689607045786,0.3289899283371657,False,False,-3.87,9.22,9,0.3,262.0,153.0,8,8,False,SWR7BP_15477,48.0,47.6,49.75,50.0,49.4,52.92118226600985,False,False,57.0
947,SWR1441,SWR1441_9740,SWR,E290,4b028c,L2J,Jet,2.0,49050.0,Medium,142.0,1625.0,3290,161.3745,2024-07-06 09:39:18+00:00,,0.8535533905932737,0.14644660940672627,0.09549150281252633,0.20610737385376338,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,97.0,26.0,10.0,250.0,0.030153689607045786,0.3289899283371657,False,False,-3.87,9.22,9,0.3,262.0,153.0,8,8,False,SWR894A_19964,57.0,51.0,50.5,45.0,50.4,51.515151515151516,False,False,52.0
948,SWR3TX,SWR3TX_17382,SWR,BCS3,4b1801,L2J,Jet,2.0,60600.0,Medium,145.0,1625.0,3404,206.2824,2024-07-06 09:41:04+00:00,,0.8535533905932737,0.14644660940672627,0.04322727117869973,0.29663167846209954,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,106.0,26.0,10.0,250.0,0.030153689607045786,0.3289899283371657,False,False,-3.87,9.22,9,0.3,262.0,153.0,8,8,False,SWR1441_9740,52.0,52.4,50.75,55.0,49.6,53.62096774193548,False,False,49.0
949,SWR359D,SWR359D_14528,SWR,A321,4b1699,L2J,Jet,2.0,77800.0,Medium,157.0,1650.0,3958,307.9324,2024-07-06 09:42:13+00:00,,0.8535533905932737,0.14644660940672627,0.024471741852423234,0.3454915028125262,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,69.0,26.0,10.0,250.0,0.030153689607045786,0.3289899283371657,False,False,-3.87,9.22,9,0.3,262.0,153.0,8,8,False,SWR3TX_17382,49.0,51.2,49.5,47.0,51.4,53.25806451612903,False,False,50.0
950,NJE979L,NJE979L_8617,NJE,C68A,493033,L2J,Jet,2.0,12508.0,Medium,110.0,1575.0,2074,25.941592,2024-07-06 09:44:09+00:00,,0.8535533905932737,0.14644660940672627,0.002739052315863355,0.4477357683661729,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,116.0,26.0,10.0,250.0,0.030153689607045786,0.3289899283371657,False,False,-3.87,9.22,9,0.3,262.0,153.0,9,9,False,SWR359D_14528,50.0,51.2,49.55555555555556,70.0,60.4,65.75,False,False,58.0
951,SWR2TM,SWR2TM_29501,SWR,BCS3,502d5b,L2J,Jet,2.0,60600.0,Medium,147.0,1625.0,3481,210.9486,2024-07-06 09:46:32+00:00,,0.8535533905932737,0.14644660940672627,0.0027390523158632996,0.5522642316338265,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,83.0,26.0,10.0,250.0,0.030153689607045786,0.3289899283371657,False,False,-3.87,9.22,9,0.3,262.0,153.0,8,9,False,NJE979L_8617,58.0,53.2,52.375,49.0,50.2,53.584,False,False,50.0
952,SWR9CT,SWR9CT_28713,SWR,BCS3,502ce7,L2J,Jet,2.0,60600.0,Medium,155.0,1625.0,3801,230.3406,2024-07-06 09:47:56+00:00,,0.8535533905932737,0.14644660940672627,0.010926199633097211,0.6039558454088797,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,84.0,26.0,10.0,250.0,0.030153689607045786,0.3289899283371657,False,False,-3.87,9.22,9,0.3,262.0,153.0,9,10,False,SWR2TM_29501,50.0,51.8,52.111111111111114,50.0,51.0,53.55555555555556,False,False,48.0
953,PJV650,PJV650_6257,Unknown,CL60,440687,L2J,Jet,2.0,17236.0,Medium,151.0,1600.0,3564,61.429104,2024-07-06 09:49:12+00:00,,0.8535533905932737,0.14644660940672627,0.043227271178699456,0.7033683215378999,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,76.0,26.0,10.0,250.0,0.030153689607045786,0.3289899283371657,False,False,-3.87,9.22,9,0.3,262.0,153.0,9,10,False,SWR9CT_28713,48.0,51.0,51.333333333333336,64.0,59.6,58.142857142857146,False,False,46.0
954,SWR2KA,SWR2KA_15160,SWR,BCS1,4b17e0,L2J,Jet,2.0,54200.0,Medium,142.0,1625.0,3290,178.318,2024-07-06 09:50:38+00:00,,0.8535533905932737,0.14644660940672627,0.0669872981077807,0.75,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,86.0,25.0,7.0,260.0,0.00759612349389599,0.41317591116653485,False,False,-3.79,5.89,9,0.3,263.0,153.0,9,10,False,PJV650_6257,46.0,50.4,50.888888888888886,48.0,53.4,55.15384615384615,False,False,49.0
955,SWR9ZD,SWR9ZD_24441,SWR,E190,4b19fe,L2J,Jet,2.0,43000.0,Medium,147.0,1625.0,3481,149.683,2024-07-06 09:52:03+00:00,,0.8535533905932737,0.14644660940672627,0.128427587261303,0.8345653031794292,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,85.0,25.0,7.0,260.0,0.00759612349389599,0.41317591116653485,False,False,-3.79,5.89,9,0.3,263.0,153.0,9,10,False,SWR2KA_15160,49.0,50.2,51.0,46.0,57.2,53.88095238095238,False,False,47.0
956,IFA6213,IFA6213_1817,Unknown,GLEX,3c4cb6,L2J,Jet,2.0,35652.0,Medium,132.0,1625.0,2928,104.389056,2024-07-06 09:53:38+00:00,,0.8535533905932737,0.14644660940672627,0.16543469682057094,0.8715724127386971,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,95.0,25.0,7.0,260.0,0.00759612349389599,0.41317591116653485,False,False,-3.79,5.89,9,0.3,263.0,153.0,9,10,False,SWR9ZD_24441,47.0,48.0,49.888888888888886,59.0,58.0,58.0,False,False,57.0
957,SWR1DW,SWR1DW_22798,SWR,A21N,4b194c,L2J,Jet,2.0,79200.0,Medium,153.0,1650.0,3794,300.4848,2024-07-06 09:54:52+00:00,,0.8535533905932737,0.14644660940672627,0.20610737385376332,0.9045084971874737,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,74.0,25.0,7.0,260.0,0.00759612349389599,0.41317591116653485,False,False,-3.79,5.89,9,0.3,263.0,153.0,9,10,False,IFA6213_1817,57.0,49.4,50.44444444444444,52.0,57.0,57.1764705882353,False,False,49.0
958,SWR449Q,SWR449Q_17616,SWR,BCS3,4b1803,L2J,Jet,2.0,60600.0,Medium,155.0,1625.0,3801,230.3406,2024-07-06 09:57:12+00:00,2024-07-06 09:45:09+00:00,0.8535533905932737,0.14644660940672627,0.34549150281252616,0.9755282581475768,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,140.0,25.0,7.0,260.0,0.00759612349389599,0.41317591116653485,False,False,-3.79,5.89,9,0.3,263.0,153.0,9,10,False,SWR1DW_22798,49.0,49.6,50.44444444444444,48.0,50.4,53.511811023622045,False,False,54.0
959,EDW315D,EDW315D_20953,EDW,A320,4b18f4,L2J,Jet,2.0,66000.0,Medium,156.0,1625.0,3842,253.572,2024-07-06 10:04:12+00:00,,0.75,0.06698729810778065,0.7033683215379001,0.9567727288213004,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,420.0,25.0,7.0,260.0,0.00759612349389599,0.41317591116653485,False,False,-3.79,5.89,9,0.7,263.0,154.0,6,6,False,SWR449Q_17616,54.0,51.2,50.333333333333336,57.0,52.2,53.55399061032864,False,False,52.0
960,SWR204Y,SWR204Y_10587,SWR,E295,4b0294,L2J,Jet,2.0,54000.0,Medium,157.0,1625.0,3884,209.736,2024-07-06 10:05:46+00:00,,0.75,0.06698729810778065,0.75,0.9330127018922194,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,94.0,25.0,7.0,260.0,0.00759612349389599,0.41317591116653485,False,False,-3.79,5.89,9,0.7,263.0,154.0,5,5,False,EDW315D_20953,52.0,51.8,51.8,48.0,51.6,53.25,False,False,59.0
961,SWR41G,SWR41G_22130,SWR,B77W,4b1920,L2J,Jet,2.0,251290.0,Heavy,158.0,1625.0,3925,986.31325,2024-07-06 13:21:43+00:00,,0.37059047744873963,0.017037086855465844,0.9045084971874737,0.2061073738537635,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,11757.0,19.0,5.0,280.0,0.007596123493895934,0.586824088833465,False,False,-3.98,3.03,7,0.3,270.0,157.0,0,0,False,SWR204Y_10587,59.0,54.2,55.26326742976067,56.0,60.4,57.645161290322584,False,False,59.0
962,EDW23P,EDW23P_20468,EDW,A320,4b18f1,L2J,Jet,2.0,66000.0,Medium,142.0,1625.0,3290,217.14,2024-07-06 13:24:14+00:00,,0.37059047744873963,0.017037086855465844,0.7938926261462367,0.09549150281252633,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,151.0,19.0,5.0,280.0,0.007596123493895934,0.586824088833465,False,False,-3.98,3.03,7,0.3,270.0,157.0,1,1,False,SWR41G_22130,59.0,54.6,59.0,52.0,52.6,53.546728971962615,False,False,52.0
963,BAW714T,BAW714T_5046,BAW,A320,406532,L2J,Jet,2.0,66000.0,Medium,147.0,1625.0,3481,229.746,2024-07-06 13:26:14+00:00,,0.37059047744873963,0.017037086855465844,0.7033683215379001,0.04322727117869951,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,120.0,19.0,5.0,280.0,0.007596123493895934,0.586824088833465,False,False,-3.98,3.03,7,0.3,270.0,157.0,2,2,False,EDW23P_20468,52.0,55.2,55.5,52.0,52.6,53.53953488372093,False,False,54.0
964,EDW449,EDW449_20084,EDW,A320,4b18b9,L2J,Jet,2.0,66000.0,Medium,141.0,1625.0,3253,214.698,2024-07-06 13:30:52+00:00,,0.37059047744873963,0.017037086855465844,0.5000000000000003,0.0,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,278.0,19.0,5.0,280.0,0.007596123493895934,0.586824088833465,False,False,-3.98,3.03,7,0.3,270.0,157.0,3,3,False,BAW714T_5046,54.0,55.2,55.0,54.0,53.0,53.541666666666664,False,False,50.0
965,SWR4SM,SWR4SM_18827,SWR,A20N,4b1816,L2J,Jet,2.0,67400.0,Medium,142.0,1625.0,3290,221.746,2024-07-06 13:32:21+00:00,,0.37059047744873963,0.017037086855465844,0.39604415459112047,0.010926199633097156,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,89.0,19.0,5.0,280.0,0.007596123493895934,0.586824088833465,False,False,-3.98,3.03,7,0.3,270.0,157.0,4,4,False,EDW449_20084,50.0,54.8,53.75,40.0,50.0,54.02325581395349,False,False,59.0
966,EDW215P,EDW215P_13556,EDW,A320,4b161f,L2J,Jet,2.0,66000.0,Medium,140.0,1625.0,3216,212.256,2024-07-06 13:34:11+00:00,,0.37059047744873963,0.017037086855465844,0.2966316784620999,0.04322727117869957,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,110.0,19.0,5.0,280.0,0.007596123493895934,0.586824088833465,False,False,-3.98,3.03,7,0.3,270.0,157.0,5,5,False,SWR4SM_18827,59.0,54.8,54.8,50.0,53.0,53.525345622119815,False,False,56.0
967,EDW131G,EDW131G_11247,EDW,A320,4b15ee,L2J,Jet,2.0,66000.0,Medium,138.0,1625.0,3142,207.372,2024-07-06 13:41:43+00:00,,0.37059047744873963,0.017037086855465844,0.04322727117869973,0.29663167846209954,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,452.0,19.0,5.0,280.0,0.007596123493895934,0.586824088833465,False,False,-3.98,3.03,7,0.3,270.0,157.0,3,3,False,EDW215P_13556,56.0,54.2,55.0,56.0,52.8,53.53669724770642,False,False,61.0
968,SWR2HE,SWR2HE_12543,SWR,A320,4b1617,L2J,Jet,2.0,66000.0,Medium,143.0,1650.0,3403,224.598,2024-07-06 13:46:14+00:00,,0.37059047744873963,0.017037086855465844,0.0027390523158632996,0.5522642316338265,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,271.0,19.0,5.0,280.0,0.007596123493895934,0.586824088833465,False,False,-3.98,3.03,7,0.3,270.0,157.0,3,3,False,EDW131G_11247,61.0,56.0,58.666666666666664,61.0,54.6,53.57077625570776,False,False,64.0
969,SWR98X,SWR98X_16495,SWR,BCS3,4b17f9,L2J,Jet,2.0,60600.0,Medium,146.0,1625.0,3443,208.6458,2024-07-06 13:55:32+00:00,,0.37059047744873963,0.017037086855465844,0.25000000000000017,0.9330127018922194,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,558.0,19.0,4.0,180.0,0.5000000000000001,0.0,False,False,2.94,2.72,10,0.3,271.0,157.0,2,2,False,SWR2HE_12543,64.0,58.0,62.5,54.0,51.2,53.515625,False,False,61.0
970,SWR675Y,SWR675Y_15045,SWR,BCS1,4b17df,L2J,Jet,2.0,54200.0,Medium,139.0,1625.0,3179,172.3018,2024-07-06 13:58:51+00:00,,0.37059047744873963,0.017037086855465844,0.3960441545911205,0.9890738003669028,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,199.0,19.0,4.0,180.0,0.5000000000000001,0.0,False,False,2.94,2.72,10,0.3,271.0,157.0,2,2,False,SWR98X_16495,61.0,60.2,62.5,49.0,53.2,55.0,False,False,63.0
971,SWR5CL,SWR5CL_12762,SWR,A320,4b1618,L2J,Jet,2.0,66000.0,Medium,149.0,1625.0,3560,234.96,2024-07-06 14:00:29+00:00,,0.2500000000000001,0.06698729810778059,0.5,1.0,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,98.0,19.0,4.0,180.0,0.5000000000000001,0.0,False,False,2.94,2.72,10,3.5,271.0,158.0,3,3,False,SWR675Y_15045,63.0,61.0,62.666666666666664,64.0,57.0,53.61818181818182,False,False,58.0
972,SWR424T,SWR424T_9810,SWR,E290,4b028c,L2J,Jet,2.0,49050.0,Medium,139.0,1600.0,3104,152.2512,2024-07-06 14:02:39+00:00,,0.2500000000000001,0.06698729810778059,0.6039558454088797,0.9890738003669028,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,130.0,19.0,4.0,180.0,0.5000000000000001,0.0,False,False,2.94,2.72,10,3.5,271.0,158.0,3,3,False,SWR5CL_12762,58.0,61.4,60.666666666666664,52.0,49.4,51.529411764705884,False,False,59.0
973,SWR696V,SWR696V_14260,SWR,A321,4b1693,L2J,Jet,2.0,77800.0,Medium,148.0,1625.0,3520,273.856,2024-07-06 14:04:08+00:00,,0.2500000000000001,0.06698729810778059,0.7033683215379001,0.9567727288213004,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,89.0,19.0,4.0,180.0,0.5000000000000001,0.0,False,False,2.94,2.72,10,3.5,271.0,158.0,4,4,False,SWR424T_9810,59.0,61.0,60.25,50.0,50.0,53.20634920634921,False,False,54.0
974,PGT2DU,PGT2DU_25852,PGT,A21N,4bc895,L2J,Jet,2.0,79200.0,Medium,137.0,1625.0,3106,245.9952,2024-07-06 14:06:53+00:00,,0.2500000000000001,0.06698729810778059,0.7938926261462366,0.9045084971874737,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,165.0,19.0,4.0,180.0,0.5000000000000001,0.0,False,False,2.94,2.72,10,3.5,271.0,158.0,5,5,False,SWR696V_14260,54.0,59.0,59.0,49.0,54.2,56.72222222222222,False,False,55.0
975,SWR2275,SWR2275_29498,SWR,BCS3,502d5b,L2J,Jet,2.0,60600.0,Medium,146.0,1625.0,3443,208.6458,2024-07-06 14:08:39+00:00,,0.2500000000000001,0.06698729810778059,0.871572412738697,0.8345653031794291,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,106.0,19.0,4.0,180.0,0.5000000000000001,0.0,False,False,2.94,2.72,10,3.5,271.0,158.0,6,6,False,PGT2DU_25852,55.0,57.8,58.333333333333336,61.0,52.4,53.57364341085271,False,False,58.0
976,SWR935L,SWR935L_18722,SWR,A20N,4b1812,L2J,Jet,2.0,67400.0,Medium,155.0,1625.0,3801,256.1874,2024-07-06 14:10:42+00:00,,0.2500000000000001,0.06698729810778059,0.9330127018922193,0.75,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,123.0,19.0,4.0,180.0,0.5000000000000001,0.0,False,False,2.94,2.72,10,3.5,271.0,158.0,6,6,False,SWR2275_29498,58.0,56.8,57.833333333333336,59.0,51.4,54.13636363636363,False,False,50.0
977,SWR7CH,SWR7CH_17294,SWR,BCS3,4b1800,L2J,Jet,2.0,60600.0,Medium,144.0,1600.0,3291,199.4346,2024-07-06 14:12:45+00:00,,0.2500000000000001,0.06698729810778059,0.9755282581475768,0.6545084971874737,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,123.0,19.0,4.0,180.0,0.5000000000000001,0.0,False,False,2.94,2.72,10,3.5,271.0,158.0,7,7,False,SWR935L_18722,50.0,55.2,56.714285714285715,58.0,54.2,53.60769230769231,False,False,55.0
978,SWR6MW,SWR6MW_12963,SWR,A320,4b1619,L2J,Jet,2.0,66000.0,Medium,149.0,1625.0,3560,234.96,2024-07-06 14:17:41+00:00,,0.2500000000000001,0.06698729810778059,0.9890738003669028,0.3960441545911203,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,296.0,19.0,4.0,180.0,0.5000000000000001,0.0,False,False,2.94,2.72,10,3.5,271.0,158.0,5,5,False,SWR7CH_17294,55.0,54.4,54.4,58.0,57.8,53.63800904977376,False,False,54.0
979,VJT440,VJT440_27777,VJT,CL30,4d2464,L2J,Jet,2.0,15309.0,Medium,128.0,1600.0,2715,41.563935,2024-07-06 14:19:59+00:00,,0.2500000000000001,0.06698729810778059,0.9567727288213005,0.2966316784620999,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,138.0,19.0,4.0,180.0,0.5000000000000001,0.0,False,False,2.94,2.72,10,3.5,271.0,158.0,5,5,False,SWR6MW_12963,54.0,54.4,54.4,,,,False,False,56.0
980,SWR5GE,SWR5GE_12032,SWR,A320,4b1614,L2J,Jet,2.0,66000.0,Medium,149.0,1625.0,3560,234.96,2024-07-06 14:21:23+00:00,,0.2500000000000001,0.06698729810778059,0.9045084971874737,0.2061073738537635,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,84.0,19.0,4.0,230.0,0.11697777844051105,0.17860619515673026,False,False,-0.19,4.0,10,3.5,272.0,158.0,6,6,False,VJT440_27777,56.0,54.6,54.666666666666664,54.0,58.6,53.63963963963964,False,False,52.0
981,SWR200B,SWR200B_11766,SWR,A320,4b1613,L2J,Jet,2.0,66000.0,Medium,161.0,1625.0,4052,267.432,2024-07-06 14:23:09+00:00,,0.2500000000000001,0.06698729810778059,0.8345653031794291,0.12842758726130293,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,106.0,19.0,4.0,230.0,0.11697777844051105,0.17860619515673026,False,False,-0.19,4.0,10,3.5,272.0,158.0,6,6,False,SWR5GE_12032,52.0,53.4,54.166666666666664,52.0,57.8,53.63228699551569,False,False,50.0
982,SWR2MX,SWR2MX_15167,SWR,BCS1,4b17e0,L2J,Jet,2.0,54200.0,Medium,142.0,1625.0,3290,178.318,2024-07-06 14:24:48+00:00,,0.2500000000000001,0.06698729810778059,0.7938926261462367,0.09549150281252633,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,99.0,19.0,4.0,230.0,0.11697777844051105,0.17860619515673026,False,False,-0.19,4.0,10,3.5,272.0,158.0,6,6,False,SWR200B_11766,50.0,53.4,52.833333333333336,63.0,55.0,55.19512195121951,False,False,56.0
983,GSW445,GSW445_22680,GSW,A320,4b1942,L2J,Jet,2.0,66000.0,Medium,140.0,1625.0,3216,212.256,2024-07-06 14:26:57+00:00,,0.2500000000000001,0.06698729810778059,0.7033683215379001,0.04322727117869951,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,129.0,19.0,4.0,230.0,0.11697777844051105,0.17860619515673026,False,False,-0.19,4.0,10,3.5,272.0,158.0,6,6,False,SWR2MX_15167,56.0,53.6,53.833333333333336,50.0,55.6,53.61607142857143,False,False,57.0
984,SWR257P,SWR257P_10243,SWR,E290,4b0292,L2J,Jet,2.0,49050.0,Medium,142.0,1600.0,3215,157.69575,2024-07-06 14:32:27+00:00,,0.2500000000000001,0.06698729810778059,0.39604415459112047,0.010926199633097156,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,330.0,19.0,4.0,230.0,0.11697777844051105,0.17860619515673026,False,False,-0.19,4.0,10,3.5,272.0,158.0,6,6,False,GSW445_22680,57.0,54.2,54.166666666666664,59.0,52.0,51.74285714285714,False,False,61.0
985,SAZ64A,SAZ64A_24558,SAZ,CL60,4b1a01,L2J,Jet,2.0,17236.0,Medium,133.0,1625.0,2963,51.070268,2024-07-06 14:34:46+00:00,,0.2500000000000001,0.06698729810778059,0.2966316784620999,0.04322727117869957,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,139.0,19.0,4.0,230.0,0.11697777844051105,0.17860619515673026,False,False,-0.19,4.0,10,3.5,272.0,158.0,6,6,False,SWR257P_10243,61.0,55.2,55.333333333333336,46.0,63.6,63.63636363636363,False,False,56.0
986,SWR123,SWR123_21534,SWR,A343,4b1903,L4J,Jet,4.0,192000.0,Heavy,148.0,1625.0,3520,675.84,2024-07-06 14:37:24+00:00,,0.2500000000000001,0.06698729810778059,0.16543469682057088,0.12842758726130288,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,158.0,19.0,4.0,230.0,0.11697777844051105,0.17860619515673026,False,False,-0.19,4.0,10,3.5,272.0,158.0,5,5,False,SAZ64A_24558,56.0,56.0,56.0,53.0,54.2,57.388888888888886,False,False,56.0
987,SWR3QB,SWR3QB_13904,SWR,A321,4b168f,L2J,Jet,2.0,77800.0,Medium,154.0,1625.0,3760,292.528,2024-07-06 14:39:45+00:00,,0.2500000000000001,0.06698729810778059,0.09549150281252633,0.20610737385376338,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,141.0,19.0,4.0,230.0,0.11697777844051105,0.17860619515673026,False,False,-0.19,4.0,10,3.5,272.0,158.0,5,5,False,SWR123_21534,56.0,57.2,57.2,54.0,50.0,53.21875,False,False,50.0
